text,label
bhayi rajnath ji ki 2nd posit chali gayi 🙄 nan,1
sunoo perfect answer friend said hum humesha ach dost rhein gay 😪 miss school friend 😓,2
eh realli n't give fuck nuzzl cheek smile nan,1
rubika ji logo kisi ki respect karni aati hi nahi ye apni bekar ki baat kart rahat hai nan,0
sale sab k sab hi crackhead hai 🤣🤣🤣🤣 muze lga tha koi sane hoga par naaaaa nan,0
madarchod tere ki chut mullo ki paidai deshdrohi tera ant jaldi hone vala hai,0
subha allah ❤️ mashaallah 💕 nan,2
wish happi delight birthday sir alway favourit actor h,2
v good pic great sir mere hero ap us khobyon ke waja se sub se aaag geo hero,2
wow nice abir like want marri mishti 😑 ab ladki se shaadi karni ha toh sasur toh nan,1
hurri philip hue white led bulb back $ 10,1
person much infect madhar chodi nan,0
congratul mene 21-mar ko aap ki jeet ki bhavishyavani ki thi nan,2
bahut bahut subhkamnay may god grant strength nan,1
faroukou 😅🤣😅 absolut bro watch karan arjun year wonder experi blockbust song “ …,2
veri true n't need worri mass ka devta aka king,1
ishaikh white parent go engag go tell friend invit brown parent jab tak shadi na hojy kisi nan,0
teri maa ki chut u stupid tumhari pad ne ki aukat nhi aur hungn k liy phle khd,0
hame ghanta farak nahi padta tum kya socht ho shehzad jee,1
ankush tere dusr baap ko tag kara tha mc jhandu land boln ko kuch,0
ez1403 chutiy googl pe edit nahi ki hain tumhar dimag ki hard disk jehad naam ka virus,0
mbharat love mom dad maa baap sabk kismat mai nhi hote hai jiski kismat mai,2
two bhai apn comment dekh fan tere 1 percent bhi nhi sab maa behen hi kart hain teri atulchutri nan,0
desh ki samsyay modi givt k liy chalkeng nahi samasyao k liy ham log challang h hsmar nan,1
koi fyda nhi h ye krne ka ristedar contractor nhi h contractor ko ristedar bna liya h internal,1
best ji aap sangharsh karo hum modi ke saath hain,0
mamata suno mulayam mat bano verna yeh naam kisi parti ya sirf hindu ka nahi yeh us,0
happi birthday favorit gemini love marji nan,2
uditraj tum log agar jit jate evm thik hota na faltu ki nautanki aur bacho jaisa rona band karo lolyp,0
well perform boy thank god ap ne izzat rakh thodi pakistan ko 10 wicket defeat se bachan kely thank nan,2
song mileya mileya happi end veri underr nan,1
badhai ho new respons prant sangathn mantri full confid th,2
upsssc exam delay aur cancel ho rahe hai es per debat kyo nahi koi hai jabab lena bala age,1
assalaam alaikum humbl request look expand activ order better reach l,1
left stop potus win signific re-elect ca n't even imagin left,1
thank much team ranjha ranjha kardi especi bhola saturday w,2
mull khalid baiman koi kharab comment nhi kareg nan,1
sarfarazahm massiv respect captain sarfraz wear nation dress world cup jeeto ya haaro p,2
aadarniya narendra modi ji -- ek vinati hain aap se iran se oil import krupaya zero nah kijiy america ki dadagir,1
zeeshan09 ramadan ka teesra jumma mubarak 🌙🌙💐 megastar ♥ bhaijaan 😘 nd salmaniac god bless pro nan,2
ye ganda mulq kis munh se india ko baatein banata hai india ko bahut sakhti se issk,0
hate bloodi ekta kapoor n't deserv multital actor like harshad pehl khud hc,0
go back manirul islam sir manirul islam ko bjp maat lijiy vote ke pehl yeh bahut hindu ko mar,0
kutto ki tarah bhonkn bhikh mangn ke alawa tum logo ke pass kaam koi nhi baat toi,0
reserv polit mai bhi cahi ko bana chaie jais jo padh ke 90 lae wo 40 wale se pich rhae nan,0
hon'bl modi ji goyal ji may ask mann ki baat offic miss use nan,1
bijli k taar k nich ghar bana rahe ho lagta h registr aur map pass nahi karwaya h nan,1
[ special vote ] 06-jan ( sat ) 730 pm ( utc ) ❗ start bts world tour wembley stadium ~🎉 armi think first nan,1
mumtaz begam ka janta daba khoj liya hai uska naam hai jai shree ram jai shree ram jai shree ram jai sh,0
even though whatsapp saw first 😁 show love twitter fam ramadan mubarak,1
tari hate u best way possibl,0
jb tere jais ghatiya maansikta waal log patrakaar hai news chanel pe koi bhi parti apna prawakta,0
journey one mani success & setback struggl go seemanch continu constit nan,1
congratul sir happi ki aap hamar pm bne dil se welcom kart hai aap ko thanku much sir apn indi,2
wazir allah ka karam ha k khan jaisa banda pakistan ko dia humein suba sham dua kr k allah,2
arr bro said thought even like surya 's hat,1
4- jabki main nokri karn wala person tha 5- kisi ko nokri se nikal de ki tumhari jyda sallri,1
bevakoof vipaksh b prajarantra ka ang hai media k log toh gov't se sawal karn se rahe ! ! ! nan,0
wah ji wah bhuat khub janab nan,2
atal ji ki baatein sach sabit hui aaj bjp ne apn dum pe doobara sarkar banai aur janta ne congress ka mazak wa,2
give shit rat bul rat,0
bts see trivia love vcr mujh tums pyaar kitna ye hum nahi jaant magar jee nahi sakt tumhar nan,2
ab jo log akhilesh bhaiya k sarkar jhooth hi yadav seva aayog likh aur bole ki 56 sdm 86 se yadav hi huve h,1
khan9 bilkul bhai champion trophi b jeeti thi na har jeet hoti rehti ha nan,2
gurram hope loos nan,2
thanku much rab ji saint dr ji use guidanc pledgeagainstcorrupt nan,2
sidhu ji aapko ham bahut mant congress main jake ult sedh bayan sekar khud apni mitti paleet kar li nan,1
hr18 omg soo cuuut 😍 nan,2
ak50 scene theatr 5th june 👇 salman khan theatr hugega aur usk chutiy fan khayeng bharat 😂😂… nan,0
modi ji .. ! pure desh ne aap par vishwa kiya hai aap se nivedan hai ki ek desh ek kanoon saman nagrik,1
ye asal mein nay khiyalat hain islam ne tou taleem musalman per farz ki hai taleem nahi hou,1
public ko ko bs fekn wale mantri chahiy mantri fekta rahe public lapet ti rahe ye public ism hi khush h bs nan,0
mp happi birthday lokpriya vidhyak manniya nagendra rathor vidhansbha chetra bhojpur nan,2
bae sali apn buddh ko sambhal ab marn ki umar kya2 karta hai sala crimin plastic,0
mai pehl se hai manta hu jyada nahi 5-8 % vote opposit ka udhar kiya hoga baaki logo ne modi ke na,1
aur na jane kitno ki life abaad khushaal kr sakta madarchod chor dalalo chori kr te ho neech ta kr te ho apn bhagw,0
ye tweet pure world cup kaam ayegi nan,1
sbi new parliament member ko dil se bdai deta hun v asha karta hun k jis ash visva sejanta ne apko desh v des,2
zaman ne gham ke alawa kuch dekha nahi aajkal umme duniya se naya rishta jodn ki taak mein hai kaafir pre,1
jb tk ander ka bughuz nahi nikley ga daarhi aur topi sy dhoka hi diya ja skta hy allah aap ko iss class sy doooor rekhi nan,1
repost aghori shiva - har har mahadev ♥️ 🙏 🙏 mahadev mahak bholebaba bholenath bambambhol,2
's experi whether feku bjp fed lap dog media surviv without target attack nan,0
sir en apni logo ko khyal b kr lain pak boht se log aesi b hain jo es mehnghai k dour 2time ka khana nai kha pa rhi nan,1
muze modi ji ko jitana tha aapko modi ji ko jitaana tha modi ji jeet gay ham aap khush huy,2
like dedic fan sonam ne toh drug addict ka role bhi nahi kiya jo yeh log itna inspir hokar 2 rs nasha karn lage 😂 nan,0
ki munafiqat dekhein ne jab mulk lootn waloon ke khalaf tweet ki bhi ne itna ghussa ki,1
sayeth jerri falwel jr unto non-believ let hath gone real estat ventur favori nan,1
congratul sowmya akka 👏🎉 . one intellig yet humbl earth person,2
jo khud fake news edit vedio se report krte h unh kya ferk pata chlega edit h ya nhii fake dgree,0
happi birthday airbus50 best regard ecuador ✈️🎉 @ tame ep ecu # … nan,1
govt jab fail hojati hai usey koi na koi nikaal kar baahir phenk deta hai laat khaan mein mian,0
ind mamata didi jai shri ram,1
agar tumhar jais chu idea india sekoolar muslim vote na chillak economi pe campaign chalat feku would n't hv nan,0
dekho kitna bada pkmkb 😂 kya hua bhag gaha bhadw 😂 bada uchal raha tha fake follow wale bot scr,0
manmohan singh kahan se aay elect mein bjp ka koi candid nahin jeeta hai sirf modi,1
aur ab tak & hpsc ne paper cancel krne ka koi irada nhi dikhaya hai ais sarkaar ki vishv,1
thank dear shahrukh love encourag 🤗🤗🤗❤️ nan,2
actual apk bare koi ek decid karna muskil hai 🤗 breakdown scene 's amaz 🤘👏👏👏,2
inshallha today pakistan win icc world cup 2019 nan,2
tv debat vipax nahi jaayega godi media ki trp kam ho jaayegi aur wo andh bhakti bandh karn p,0
tum haro ya jeeto alway 😢,2
ca n't wait full releas aur kitn intezaar karna 😪 nan,2
bhut bhut badhai avam subhkamnay aapko ji take oath cm printmafia facebook com / printmafia nan,2
good luck thank run vhi mini marathon tomorrow aid trust nan,2
guyz brother 1st singl titl tum sung satishyadav compos & pen fav,1
lol raison show us sexi adam sharon scene see rey sharon say whatev,1
krishnan bjp ki trah ralli nikalen kya iski support main jais bjp,1
{ 69 } hello nutella thak becom moot 💖💓💞💓 . n't interact much pero hope becom great friend,1
buttni wese aap b kam nhi ho lykin phr b nosheen ahmad churail buttni ka nam lunga nan,1
aap ke saansad bann ke liy hamaar mithila ke log ke taraf se bahut badhai ho mai apk acch bhavish,1
digit n't understand 's wrong baba log jab sanya liya hai toh himalaya kyu nahi,1
congress aur usk thikedaro ne veer savarkar ji ko gaddar ghosit krne lge rhe gandhi jaiso ko des,1
sharma madamji mee tera bhai nahi hai arr guu aadmi agar aaisa nahi karegi toh muslim vo,0
masha allah u r termndous effort & creat great interest segment us ur chul bu,2
msgiloveyou dhan dhan satguru tera hi aasra good morn guru ji nic day love papa ji nan,2
hun yeah dead interact nhi krti koi b nan,1
veri nice ji dhan dhan satguru tera hi aasra ji good night ji 😊😊😊✔✔ nan,2
apn phone se dusra phone factori reset kais kare android secret tric,1
fav batsman fav fast bowler fav spin twin chahal - fav captain nan,2
bohut bohut subhkamnay sir alway pride nan,2
harami saal video mein clear bol raha hain jo kha raha tha k bade ka hai matlab bhai ka jaa saal,0
apku pakistan mubarak hu 💚🇵🇰 27thramazan happyindependenceday 💚 may allah alway bless pakistan best 💖…,2
sun saal ek thapd sula dunga rajneeti mat kr baap ki aulad hai faridab,0
bhaut bhaut bhadhyai ho app ko ki aap hamar new india ke defenc minist bane 🙏 . bas ek request,2
good morn pyar gurupaa ji plzzzz bless sewasimran nd parmarth stayawayfromhypocrici,1
mohobbat good nyt pita ji ~😘😘🙏 dhan dhan satguru tera hi aasra 🙏 'm sorri mistak kind forgiv 🙏… nan,2
beg pm modi life aimim presid barrist asaduddin owaisi quoet tweet raju bangay nan,1
fatymah dhoka good thing help us understand peopl world nan,2
koi chhattisgarh ka bane kabhi ? ? ? 😘.. bhopun chamcha das 💥 nan,0
ram ram dosto good night,1
ja bhadv aur ag baar se hamar home minist ke baar galat shabd mat use karna warna troll,0
sir due respect ye evm ke wajah se nahi hai ye hamar desh aap kal wahi jitega jo,1
rahul gandhi arvind kajerw ka kyo sukh gaya muh aur kaho chokidar chor hain dhekadiya na juan chor aur kaun ima,0
secretofposit saint dr singh ji insan dhan dhan satguru tera hi aasra,1
ya allah pakistan ki awam ki sunn nahi raha khud candid ki hee sun ly 😁😁,1
koi baat nahi joint famili system ho ga gher main amna samna nahi hota ho ga nan,2
chor ko izat g han pakistan k sb se baray chor nawaz sharif ko choriya karnay pr izzat welldon,0
har jagah madam sir,1
aaj bses may maynay 6 complaint kari light sahi nahi hui status close kar diya kyu kuch pata nahi custom care may,1
31 sang chal rahe hain dhoop ke kinaar chhaaon ki tarah stumbleduponthison stillstuckher maharashtra h nan,2
hmaray saray maslay e ping k hein aur ajkal tou emul pe hacker ka raaj tencent walay ban b na,1
nilesh56 teri dar k lau de jake chat le apn na za yaz baap ki lulli nan,0
iss advic pe dhyaan nahi dena hai boy ghabrana nahi hai,1
extrem welcom decis though latemodi se jada imag kharab congress ka godi media ne kya hai nan,1
happi birthday iqbal saqi allah pak apko lambi umar ata farmi kush rho piyari bhai @ … nan,2
war game one best doctor stori ever btw hill glad die ha,1
congratul pm sir mai eshwar se kaamna karta hun eshwar aapko lambi umar de bharat ke sabhi jaati ke dil,2
babasiddiqueiftaar2019 pichl saal ki tarah baar bhi baba ne rakhi hai shandaar iftaar parti,2
kee sha thank much tristan nan,2
nsharif zak lanat ho ese bete pe jo apni maa ko qabar nah,0
fenku tumhara modi hai congress boln pe believ nhi krta nan,0
wo jo gaan hai jo ki lip sync nahi unk koi mayn hai nahi jo bhi gaan jo hit hue hai wo lip sync ke hue h,1
singh hearti congratul vest huge respons dealt immedi nan,2
singh thore sir aap sabs ach father ho jo aapk pass etn,2
india walon ko tatti k ilawa kisi ki fikar nahi hai washroom banwalo phir tatti krna aes har jaga gand nahi p,0
wish best luck hope see good work least 5 year warna band pichl 5 salo baji hi hai nan,2
aktu jayga dena kidnap wow love song 😘 'm hyderabad 'm come kolkata ei,2
sorri sir bt aap kharab ladk se bhi jyada kharab ho 🤔 aap baap hokar apni,0
sir meri wife ko 1hafta ho gya hospit ke chakker lagat abi tk doctor ne koi medisen nhi di aur,1
najar hello moham algerian unit kingdom 🇩🇿 🇬🇧 love palestin 🇵🇸 nan,2
kaun hai plzz ek name bta jo congress mein ho say rahul,1
congrax kareem bhai ..💞🍫🎊 rocki meri celebr qween dramra tinni k se kareem sir app dono ko ji nan,1
sir pahl se dher sari subhkamnay hamar pradhanmantri ko ❤️🙏 motichoorladdocak sir hame,2
abbasi 's careem wali umer nahi hai meri wesey bhi kabhi apun careem mae nahi betha ✌️ nan,1
hatsoff thalaivaa ! ❤👌 sure deserv nation award thiz one career best act ! 😍💯 thiz ngkumar nan,2
bjp ke raaz mei kbhi light nhi gyi bc yha congress waaley roz light kaat rhe hei 😡😠 nan,0
love & support matter strong 💪💪 fight 💙💙 happyelfday yesungislov 💙💙💙,2
ak bhai abhi tak kisiko kuch mila hai kya gift nan,1
congratul dear pm ji aapko jeet ki bhut subhkamnay aap desh ko aag le chalo pura desh aapk,2
pm modi ji lalru mandi pin code majra post lalu jila motihari madrasi mein rehn wala hamar gaon mein panchayati g,1
crush 😍😘 wo cute ki dukan ni factori h 😍😍 nan,2
badola shame still backward countri head .. ? illiter ppl shld punish nan,0
rajeevkhandelw flop actor tha h aur rhega maiya kth se lath mar k nikali thi aur industri se bhi phenk diya tha nan,0
let 's see kaun jeetega ca n't wait watch action 130 pm engvsa # cricketkacrown nan,1
koi alem kuch nahi bolay ga baigherti ki intha kar di bibi pirni nai k govt ko khrch,1
love everyon know get precious kutto art ; ) love theme like though nan,2
look forward sincer post day time wish eid mubarak muslim u,2
pakistan ki aukat photo hi dikh gyi nan,0
jo log desh ko todn ki jatiyo ko bantn ki secular k naam,2
pehl yeh bata tu kya ukhhad raha tha pehl agar safe hand mein nahi bhi hota apahij chul,0
sound fit much better origin song apna naam badal doon ya tera naam chhupa,2
jit ho gyi isk sath jo kuch difficulti face krni pad rhi hein unk baar men bhi btaiy formal hi kar dijiy nan,1
jitni tum lucif ki batyn krchuki dekhna pri ga ab bs nan,1
shabi kadir mubarak may almighti forgiv sin bring joy,2
sahi h sir jazb ko kabhi kam hone nahi dena ladaai hum bhi aapk sath h social media ke jari,2
girl001 dm ty banda kr le pr tusi gallan bhot kaddi oo nan,1
& minakshiji thank excel report draft nagar district tri sound suffer nan,2
mcd worker ka paisa rok ke wo sochta hai ki wo jeet jayega uss bda bewakuf koi nhi hai nan,0
sale tere abba90000kutto ki line pe pent khol ke khada tha 1971meor request kar rha tha,0
sham tum logo ke media ne tums koi sasta nasha karwaya hai pakka q ke pehl ji,0
insan1 thanx sweet love dii msg papa bless u alway dhan dhan satguru tera hi aasra welfarebydssvolunt nan,2
500m + view dhanush sir saipallavi song rowdybabi 💥 6 month 👉,2
123sms jeeto pakistan ke tarf sa deal box lo apna account chod 😂😂😂😂😂😂 madem zara nan,1
chai nzr tez kro aa jay da mzr nan,1
happi happi bday kas love share stage great energi great vibe aao parti karein nalasopa nan,2
bilkul aayega bahut der haath hilan ke baad time aata ha,1
mashaallah excel love allah kareem aap donno ko behisab tarqi kamyabi khush,2
ajit wo gunda gandhi jisaka beta musalaman bana kya gandhi murkh gadaha tha jo etihash nahi padha tha jo,0
bharat mata ki jay modi ji aapko bjp team leader ko bhut bhut dhanay bad nan,2
meri itni gaandi aulad nahi ho sakti,0
“ jaan ” word various mean respect prioriti love & care nan,1
know fuss stop today good growlertogo shoplocalswiftcurr,0
tum jais logo ki kahn se kuch nahi hota tum jais log bas kutto ki tarah bhoukat raho bas,0
epidur hurt 😂 & terrifi needl lmao okkk see 😂 nan,1
best tast mohali chaat ka chaska get readi delici indian street food ❤️ chaat food foodi streetfoo nan,1
abhivyakti ki aazadi ? ? ? ? jay shree ram 🇮🇳❤ jay hind,1
iamshonali fuck wrong bijaan sunochanda2 pleas tell tri teach masuma jalal less nan,0
caralho eu nunca fiz uma janta completa da í ontem que eu esforcei pra fazer tudo e tava orgulhosa da í chega hoje,1
looool repli best nan,2
sanjay chor ye kais sabit ho raha hai ki marn wale bjp ke hain ? ? ? kya sirf bjp ka virodh karn ka,1
mujh samajh nahi aata jab hum karyakarta unk netritva par vishwash rakht hain vipa,1
bhai english seekh li ? ? ? ? ya baar bhi best bowler bn k translat ki zrurt prri gi ? ? ? ? nan,1
sahi hai laat maro ghoosa maro aur behen bana lo yeh aurat b kaisi hai isko apni izzat b pyari nahi ais aad,0
fass gaya bjp ka hinduttwa agenda mai 😂😂 hisab se tere dp mai jo hai wo pakistani deshdrohi hai waah 😂😂 nan,0
pahthon ne sai chor bzari gram kr rkhi kaptan chpal k name pe inki chpal ko koi puchta nhi tha ab oqat,0
see new face obsess love first poster televis actor karanvirbohra 's debut film,1
love much latex julia 😍😘 . look sexi wear latex suit 😍😘 nan,2
isk kaan bjlp k leaderon k bhdkau bhashan nahi ghuseng kyuki sar se payr tak gulami aur chaploosi la,0
notambani jame harden ko dadi katn ko mat bolo warna adha american dadi catlega nan,1
mr pm modi ji aur bjp adyaksh amit shah ji ko loktant ke es sabs bade parv ki jeet ki bahut bahut,2
tu sbse bda chatukar h sale kbhi kbhi akilesh ka aam chusta h kbhi sivpal ka kuch bjp ka aam,0
flim industri ne bharatiy sanskrti sabhyata ko khatm ker diya salaman ho yadusara koi yaha sex koi,0
back india back stop bull shit analysi everyon know ol,1
cri babi modi pe tatti bhi kart ho aur dhone ke liy ussi se magga maang rahe ho nan,1
amma u 's choic us 's mandatori wow super govern kudo nan,2
dunno swap hume vierra see nan,1
hope drake chanc never debat ppl act app tho idk 😭 nan,1
ye baat congress ko aur vaampanthiyo ne pdhi nahi h isliy kyu ki angrejo ne unh kbhi mara nahi un,0
k01 isk paa kapd bhi nahi aur ye star kehti hai apn aapko itna bhi kun kharch kiya u,1
bro ap khud dekhlo babar imam play run te ahmad shahzad ki b tareef nahi karo g,1
naa idhar di gal na udhar di gal karang seedh dildig ith link vich video dekho,1
gujju khana khane jarur aayeng bhaisaab,1
sir ji iss humsafar train ki bhi sudh lijiy kabhi koi concess nahi top dynam price bhi bad f nan,1
bharat gst k naam pe garibo se paisa loot kar ameero ka karza maaf kar k chain nahi mila inko ab logo k,0
two chowkidaar bhi ek post hai ji aap ni samjhog bina kissi moh ke bhook rehk bhi shor machan ka maza 😎 nan,1
30 may ghanta bharat band modi welcom nan,1
proud call first show actor ❤️🙏🏻 lautn ki tamanna hai meri aur waapsi ka bhi yakeen hai mazhab ha nan,2
shukr beauti form ibadat allah love thank everi bless matter small one nan,2
doubt great work museum se ziada iss mulk mein r & ke institutiona ki zaroorat hai nan,1
khan saal kmine ab kaha h owasi nan,0
ye dekho ki bejati koi padh hi nhi sakta sale ne comment hide kr rakh hai public se koi ne beta bh,0
behan chod ne lut liya chhoda kya tyag ni ghanta kiya kya sale ne sarm aati h,0
maray scientist tum jo marzi ker lo bohat bura hona hai tumharay sath pakistan mien munafiqo ko kisi,0
ha ha ha ha ji bilqul dakho ab kon jeta hy aur kon harta hy nan,1
sam rathe iss chutiyap ke tu bhi aawaj utha bhai usko shant rhne ko boln ke bajay nan,0
good u r go attend janta ko modi dekhna hai shapat lete huy tera muh nahi dekhna bandariya nan,0
mujaid dna test requir sabka baap uska bhi baap jaihind soon see balochistan nan,0
gujjar pukhtoonn panjabi nahi karingi vote kesi mangi gy special ajkal kahi pakistani nazar nahi,1
sir aapki securti mai dhayan rakh aap normal public mai securti mai jai nan,2
g1 b grin ear ear & smile never fade 🏆🏆 come spur 🏆🏆 “ kno,2
wapa news channel ki studio jao apna natak jari rakkho kavi ram kavi nathu ram odisha nahi chale ga nan,0
fun fresh talent team work ulta beauti current hire exceptiona,1
plzzz ek bar sunna jrur hindutv ke liy,1
bari barey manhoo dekhi pe tujh pe allah ki khas lanat hai jis dept ki ba,0
ag baar se congress ki aukat sirf sabk vote katn ki reh jayegi jais baar kaat hain inc,0
dekho main koi shararat nhi krunga kuch bhi nhi krunga jo dekh k tumh kharab lage main sirf baat karunga wont e nan,1
batadena go mutra use kart ho ki nahi jais tum log islam ke baar nahi jaant w,1
janamdin ki bhut bhut bhadiyan shubkamnay mam ishwar apko swasth rkhe jiss app issi trh k aur manav,1
teja ha 13 ko mera chemistri ka paper tha aur 20 ko exam khatm hua miss ho gaya nahi main att,1
rashid kanhaiya haar gya ye sch hai logo ko wo swikar nhi hai ye sch hai modi ko esh ki janta ne chuna,1
kapil ji biggest fan rajasthan se mumbai gumn aaiya hu kya aap mje aapk,2
congratul prime minist shri narendra modi ji massiv mandat,2
matlab tum maant ho ki tum 2 takey ke bjp cell ke dall ho aur part,0
haha baji one 🤪🤪 nan,1
jab tak dalit aur obc ek nahi ho jate pichhro ko bat kar unka hak marti rahegi bjp kabhi rastravad kabhi hindut,2
meepark ohhhhhh get 😂 slow today nan,1
dixit even ? ? ? ? u bloodi islamist nan,0
dekho bhai rohit sardana nahi congress ka koi bandahu na bjp na aam thik ye esliy keh rhahu q badm kh,1
kabhi kabhi sochta hai ye dil k sirf ye social media use karni meme banay aur enjoy karni girl k sath batein karn nan,1
modi ji great real dynam leader vikash purush roozgar reserv brand shanti secur 's imand,2
yes yes yes manik aur parth ek hi hain kisiko matt bolna ! ! 🤓😍😋 bas jacket pe jacket badal raha hoon meko bohat,2
com ais liber ki maa ka bho * da n't believ court democraci system nan,0
sahi hai jagritiji bhagwaan kare aap ke vichaar sada milt rahe n desh tarraki karta,2
iron thing seen happen — buhari win made human right campaign support keep silen,1
nahi nahi gaandu ab bahut der ho chuki hai ka,0
aagl pach ( five ) saalo ( year ) koi agar naukri mang uss ulta latka ke maro bolo saal yeha,0
meerut wala video nahi dekha jismein minor major ko peet rahi hain nan,1
alguien ya vio love death & robot ta bna nan,2
bc qaid e azam k bd sambhali ks ne dharti tm chor politician ne nan,0
brother sister import every1 love never chang even chang love u bhaiya,2
gae stan account gae dont talk,0
org lanat media pe ..❤ es mulaq ka bera garq es media nay kiya banda,0
namastey sir sir pleas apna bodyguard rakh lopl sir monu sharma haryana nan,1
feku sala jha2 found 😂😂😂😂 tell first 35 ! nan,1
bharat desh k lgatar dusri bar prime minist bann k liy mr modi ji ko bahut bahut badhai aur 3rd time 202…,2
twt current perform boy luv wembley concert oh pleas shazam 💕💕 mtvlakpo nan,2
hope one reason man somewher hate women hope 😢😢 nan,2
gadkari good job sir,2
ek bar fer prime minist shri narendra modi ji ko lakh lakh badhai nan,2
ramzan main rape hote hain murder hote hain children kidnap sold prostitut uski kisi ko fiqr nahi h nan,0
54 tum jeeto ya haaro humey tum se piar hai may win world cup work hard pray,2
yah toh achi baat ha best luck bhai zindagi tumhri ha liya zuban meetha taseer lakr,2
daish nai modi ko svikar nahi kiya yah bjp congarai kai barhimanvadiyo samantavadio pungivadiyo ki,0
om sabs pehal hinduo ko samjhao ke wo log appni ladkiyo ko samjhy ke kabhi kisi muslim se dosti na,0
abe ajaz tera hi sathi hai hardik patel suar jo hai usk sathiyo ne hi jalai thi wo ab tu apna muh band kar samjha,0
kaisa rahega aaj apka din drsureshmishra jagmargnewspap 30-05-2019 # डॉसुरेशमिश्रा…,1
meus pai tavam com meus tio falando sobr bonoro e agora ã sentado na sala vendo carlinho maia na tv nan,2
krane happi new month month go well fund 💸💸💸 stress free happynewmonth even birthday month 🍰😜 nan,2
miku cute tho — thank chu,2
❗️ tomorrow ❗️ book 1 rona knew monster better anyon mortal one way know nan,2
ye aap nahi vo gussa bol raha jo ne godi media ko boycott karn ko kaha,1
patrag gand mei goli maro ais maderchod logo ko aur ais netao ko jo ais logo ka sath dete hai ab,0
kya karewhi u share reason bc chutiyap ki bhi seema hoti hai nan,0
28 5 2019 ko jis tarah aap jalwa dikhaya ho usko lekar pura india khush hai ms dhoni nan,2
srk4life tune india ko final may nahi daala 😂🤣😤🙊 nan,1
india treatment nahi ha sasur walo ko puchh yah ki 70saal health ka kuchh nahi kiya,0
thegiftofeduc miss u much papa ji 😭😭😭😭 plz come back god msg aajo hun taaa 😭😭😭😭,2
mein tujh rote hue nhi dekh sakta aur mein iss asu ko rokhunga nhi lekin behn bhi nahi dunga behirfeel,1
kyunki owaisi sir khud hate speech dekr violenc faila rhe haiinh bhi pm ki tarah sbka vishwa,0
patel8 listen tamil one song sapney roshan huyi raat super song nan,1
didi bewakoof banana band karo itni chutiya nahi hai janta see bullshit nan,0
abhinandan modigi 300+ nitinji gadkari ko aap vice prime minist banayiy + jo abhi ki ministri bh,1
love fun nepal 3 time last year realli enjoy get,2
insecur kaho ya jo kuch us band ka apna hai love line wear whatev 😂😂 nan,2
english boln wale chhiy isko bc 😂😂 jab mai boln laga toh ye block kyun pel gayi 😂😂…,0
barbad parti resolut - aaj se koi apn bachchon ko barbi phantom nahi dega uski jagah dirga hanuman bant jayeng nan,1
palwal district go 25 saal ho gay hain bina pani mai fir bhi koi yahan par bani ki nahi sunta hai yahan ke kisano,0
modi ji aap halt kiya p u ke rajnath ji ko grih pd se hta ke mera aanubhav kahta hai ki u p aagl chunav b,1
hassan ye protocol ki khilaaf warzi hai badtameezi hai khair iski akar nikal jai gi inshallah nan,0
good morn pita ji thank new day pls bless sewa sumrin parmarth bakso ji inspirati nan,2
congress ki den iftar parti par kabhi navratri congress ne upwa ya vrat kholn ka esa koi ayojan nahi kiya 🙏 nan,0
jitn bhi cheer phaad ca huwel na aaj tak ; ) best doston 🙌 cafin nan,2
sunoo pendu soul na kr thank sir nan,2
❣️✨💌 dhan dhan satguru tera hi aasra ✨❣️💌 thanku thanku much mere sohn sohn satguru ji unsusp nan,1
[ snap finger ; teleport ] areeee,1
rajdeep modi ji ki jeet pe tum excus le aat hoais india today 1 usp bhi e,1
rathe prblm yahi h hmare desh ki kehn ko kuch log educ h bt act wo hai ni iss pta chlta h ki l,0
low20 idk mine addd nan,1
hinduo ko gulf countri se dhhaka aur pit pit kr bahar nikal dena chahiyea nan,0
yogendrayadav aur yeh vishwa kisi jhoot ke buniyaad par nahi hai logo ne isliy vishwa dikhaya kyunki bjp ne,1
7 kuch din gujaro gujarat main,1
note - bjp follow abus parent famili readi retali alway tum 1 gali nan,0
aqib bahut badhiya nan,2
aww 's great kaunsa zubaan mean languag nan,1
india 7 kar har maidaan fateh,2
nighat abe teri maa ko chudo sale mogal ki padai sale teri bahan aur maa ko mogal ne pela,0
wo baat thek hai puppi wala clip dhek bilaw andar room mai akela nhi jayega bs nan,1
sharma4 firr kathu ne kuch nahi dekha bahut hi bada chutia hai jisk pass na ghar na paisa,0
ya allah aaj jumma ki namaz ke baad jitn bhi hath tere bargah dua ke liy uth sab ki dua kabool farma aameen,2
ranbir ne aaj tak kabhi kisi ke koi statement ni di kangna ke liy tak bhi wo bola ki k,1
west indi se hamari pak armi jeet nahi paa rahi hai india jais shero se kais jitegi better hoga pak ko india,2
ab bhai ka coller kharab ho gya sudharna muze hi padenga sorr,1
ye log toh apn se jyda creativ hai bc ye meme use hi nhi kiya humn kabhi,0
respect madam ek hi dil hai kitni baar jitog jai hind 🙏🏻 inspir 😇 nan,2
abey slow ball inn ko kis ne sikhai hai bc run nahi rokn wicket leni hai nan,0
💗🎋धन धन सतगुरू तेरा ही आसर🎋💗 good morn sohn rabb jii 🙇‍♂🙇‍♂ ✨🦋रहमत बनाए रखना अपने बच्चों पर🦋✨…,2
